"","id","year","active_year","date_prec","date_start","date_end","event_prec","conflict_id","conflict_name","side_a_id","side_a_name","side_b_id","side_b_name","location_prec","latitude","longitude","deaths_side_a","deaths_side_b","deaths_civilians","deaths_unknown","deaths_total","deaths_high","deaths_low"
"1","71686",1989,TRUE,"5",1989-01-01,1989-12-31,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","6",22,98,0,0,0,3,3,0,0
"2","48756",1989,TRUE,"5",1989-02-18,1989-04-18,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,123,21,0,0,144,315,144
"3","50009",1989,TRUE,"1",1989-02-22,1989-02-22,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.686389,98.506111,0,0,5,0,5,5,5
"4","49974",1989,TRUE,"2",1989-03-23,1989-03-26,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","6",22,98,38,0,0,74,112,112,112
"5","48758",1989,TRUE,"2",1989-04-12,1989-04-16,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,0,9,0,0,9,33,9
"6","48759",1989,TRUE,"2",1989-04-15,1989-04-18,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,0,10,0,0,10,10,10
"7","50013",1989,TRUE,"1",1989-04-27,1989-04-27,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.686389,98.506111,2,0,5,0,7,12,7
"8","51354",1989,TRUE,"1",1989-05-07,1989-05-07,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.796917,98.515339,0,7,0,0,7,7,7
"9","50016",1989,TRUE,"2",1989-05-08,1989-05-13,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.686389,98.506111,0,0,0,50,50,50,50
"10","48761",1989,TRUE,"1",1989-05-16,1989-05-16,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,35,4,1,0,40,79,40
"11","51355",1989,TRUE,"1",1989-05-18,1989-05-18,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,40,7,0,0,47,47,47
"12","50997",1989,TRUE,"1",1989-05-20,1989-05-20,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,0,0,0,1,1,1,1
"13","51356",1989,TRUE,"1",1989-05-21,1989-05-21,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,0,0,0,46,46,100,46
"14","51358",1989,TRUE,"1",1989-05-27,1989-05-27,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,40,4,0,0,44,44,44
"15","51338",1989,TRUE,"1",1989-05-30,1989-05-30,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,0,1,0,0,1,1,1
"16","49210",1989,TRUE,"1",1989-06-06,1989-06-06,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.836972,97.678028,0,0,0,1,1,1,1
"17","48755",1989,TRUE,"1",1989-06-12,1989-06-12,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,20,1,0,0,21,21,21
"18","50723",1989,TRUE,"1",1989-07-11,1989-07-11,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.79845,96.150408,0,0,0,3,3,3,3
"19","51362",1989,TRUE,"2",1989-07-22,1989-07-23,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,12,2,0,0,14,44,14
"20","50014",1989,TRUE,"1",1989-07-30,1989-07-30,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.686389,98.506111,0,0,0,13,13,13,13
"21","50548",1989,TRUE,"1",1989-11-20,1989-11-20,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","5",14.705158,98.331783,0,0,0,1,1,1,1
"22","50902",1989,TRUE,"2",1989-12-01,1989-12-04,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","3",17.7,97.7,0,3,0,0,3,3,3
"23","48757",1989,TRUE,"2",1989-12-26,1989-12-29,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,200,20,0,0,220,255,32
"24","48754",1989,TRUE,"1",1989-12-26,1989-12-26,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,0,1,0,0,1,1,1
"25","49343",1989,TRUE,"1",1989-02-21,1989-02-21,NA,231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","1",24.783333,96.366667,0,0,0,5,5,5,5
"26","49542",1989,TRUE,"1",1989-03-04,1989-03-04,NA,231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","6",22,98,36,0,0,0,36,36,36
"27","49543",1989,TRUE,"5",1989-03-31,1989-12-31,"2",231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","6",22,98,0,146,0,0,146,146,146
"28","49884",1989,TRUE,"2",1989-07-23,1989-07-27,"2",231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","6",22,98,2,5,0,0,7,7,7
"29","49324",1989,FALSE,"1",1989-07-05,1989-07-05,NA,253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","1",18.640867,97.654406,4,6,0,0,10,10,10
"30","48732",1989,FALSE,"1",1989-07-09,1989-07-09,NA,253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","4",19.25,97.5,2,0,0,0,2,2,2
"31","49851",1989,FALSE,"1",1989-07-09,1989-07-09,NA,253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","6",22,98,0,6,0,0,6,6,6
"32","51232",1989,FALSE,"1",1989-06-08,1989-06-08,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","4",26,97.5,0,0,8,0,8,8,8
"33","50721",1989,FALSE,"1",1989-06-21,1989-06-21,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","1",16.79845,96.150408,0,0,1,0,1,1,1
"34","49998",1990,TRUE,"1",1990-01-15,1990-01-15,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.686389,98.506111,1,0,0,0,1,2,1
"35","50637",1990,TRUE,"1",1990-01-15,1990-01-15,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.692983,98.401939,1,0,0,0,1,1,1
"36","48896",1990,TRUE,"2",1990-01-15,1990-01-18,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,0,0,0,100,100,100,100
"37","48904",1990,TRUE,"1",1990-01-25,1990-01-25,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,1,8,0,0,9,9,9
"38","49816",1990,TRUE,"1",1990-01-29,1990-01-29,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","6",22,98,15,5,0,0,20,20,20
"39","48903",1990,TRUE,"4",1990-02-08,1990-02-16,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,5,32,0,0,37,60,37
"40","51364",1990,TRUE,"1",1990-02-09,1990-02-09,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,8,0,0,0,8,8,8
"41","49806",1990,TRUE,"1",1990-03-01,1990-03-01,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","6",22,98,14,0,0,0,14,14,14
"42","49223",1990,TRUE,"1",1990-04-07,1990-04-07,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,0,2,0,0,2,2,2
"43","49222",1990,TRUE,"2",1990-04-08,1990-04-12,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,170,0,0,0,170,170,170
"44","50628",1990,TRUE,"1",1990-05-05,1990-05-05,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","3",17.1325,97.274696,3,2,1,0,6,6,6
"45","50000",1990,TRUE,"1",1990-09-05,1990-09-05,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.686389,98.506111,2,0,0,0,2,2,2
"46","48767",1990,TRUE,"1",1990-09-14,1990-09-14,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,0,4,0,0,4,4,4
"47","71692",1990,TRUE,"5",1990-01-01,1990-12-31,"2",222,"Myanmar (Burma): Government",144,"Government of Myanmar (Burma)",185,"ABSDF","6",22,98,0,0,0,25,25,25,25
"48","50650",1990,TRUE,"4",1990-01-30,1990-02-13,"2",224,"Myanmar (Burma): Mon",144,"Government of Myanmar (Burma)",190,"NMSP","1",15.301667,98.401944,20,20,2,0,42,42,42
"49","50651",1990,TRUE,"2",1990-02-09,1990-02-10,"2",224,"Myanmar (Burma): Mon",144,"Government of Myanmar (Burma)",190,"NMSP","1",15.301667,98.401944,0,20,0,0,20,20,20
"50","50728",1990,TRUE,"1",1990-03-22,1990-03-22,NA,224,"Myanmar (Burma): Mon",144,"Government of Myanmar (Burma)",190,"NMSP","1",15.249117,97.856653,4,3,0,43,50,50,50
"51","71682",1990,TRUE,"5",1990-01-01,1990-12-31,"2",231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","6",22,98,0,0,0,19,19,19,19
"52","49115",1990,TRUE,"1",1990-01-19,1990-01-19,NA,231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","5",22.942711,97.746222,0,0,1,5,6,6,6
"53","51080",1990,FALSE,"4",1990-02-01,1990-02-28,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","3",17.7,97.7,0,0,1,0,1,1,1
"54","49205",1990,FALSE,"1",1990-08-08,1990-08-08,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","1",22,96.083333,0,0,4,0,4,9,4
"55","51149",1990,FALSE,"4",1990-10-01,1990-10-31,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","3",17.7,97.7,0,0,2,0,2,2,2
"56","50645",1990,FALSE,"5",1990-11-01,1990-12-03,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","3",17.1325,97.274696,0,0,1,0,1,1,1
"57","48663",1990,FALSE,"4",1990-11-01,1990-11-30,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","3",17.7,97.7,0,0,1,0,1,1,1
"58","50348",1990,TRUE,"4",1990-02-01,1990-02-14,"2",4785,"MTA - UWSA",255,"MTA",364,"UWSA","4",22,98,0,32,0,0,32,32,32
"59","50250",1990,TRUE,"4",1990-02-01,1990-02-28,"2",4785,"MTA - UWSA",255,"MTA",364,"UWSA","4",22,98,0,0,0,68,68,100,68
"60","50259",1990,TRUE,"5",1990-02-14,1990-03-23,"2",4785,"MTA - UWSA",255,"MTA",364,"UWSA","4",22,98,0,0,0,132,132,132,0
"61","50582",1990,TRUE,"1",1990-06-08,1990-06-08,NA,4785,"MTA - UWSA",255,"MTA",364,"UWSA","5",20.001944,99.0525,0,0,2,0,2,2,2
"62","48751",1991,TRUE,"5",1991-03-01,1991-04-02,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,77,0,0,0,77,77,77
"63","49224",1991,TRUE,"4",1991-03-16,1991-03-30,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,0,0,0,61,61,61,6
"64","49229",1991,TRUE,"2",1991-03-30,1991-03-31,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,0,20,0,0,20,20,20
"65","48701",1991,TRUE,"1",1991-06-22,1991-06-22,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.554022,98.238231,38,4,0,0,42,42,42
"66","49214",1991,TRUE,"1",1991-08-30,1991-08-30,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.836972,97.678028,0,0,2,0,2,2,2
"67","49215",1991,TRUE,"1",1991-08-30,1991-08-30,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.836972,97.678028,0,0,2,0,2,2,2
"68","49218",1991,TRUE,"2",1991-09-08,1991-09-10,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,18,20,0,0,38,38,38
"69","50552",1991,TRUE,"1",1991-09-09,1991-09-09,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","5",14.705158,98.331783,2,0,0,0,2,2,2
"70","49221",1991,TRUE,"1",1991-09-13,1991-09-13,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,30,0,0,0,30,30,30
"71","48644",1991,TRUE,"2",1991-10-09,1991-10-10,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","3",16.283333,95.4,22,17,0,0,39,39,39
"72","51056",1991,TRUE,"1",1991-10-11,1991-10-11,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.283333,95.4,0,5,0,0,5,5,5
"73","48696",1991,TRUE,"1",1991-10-12,1991-10-12,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","5",16.392764,95.153299,0,2,0,0,2,2,2
"74","51190",1991,TRUE,"2",1991-10-12,1991-10-13,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","5",16.392764,95.153299,3,0,0,0,3,3,3
"75","48698",1991,TRUE,"4",1991-11-01,1991-11-22,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","5",16.392764,95.153299,0,2,0,218,220,340,220
"76","49976",1991,TRUE,"1",1991-12-22,1991-12-22,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","6",22,98,0,9,0,0,9,9,9
"77","71693",1991,TRUE,"5",1991-01-01,1991-12-31,"2",222,"Myanmar (Burma): Government",144,"Government of Myanmar (Burma)",185,"ABSDF","6",22,98,0,0,0,25,25,25,25
"78","49264",1991,TRUE,"4",1991-12-01,1991-12-29,"2",223,"Myanmar (Burma): Arakan",144,"Government of Myanmar (Burma)",187,"RSO","1",20.816667,92.366667,5,0,0,0,5,5,5
"79","51128",1991,TRUE,"4",1991-12-01,1991-12-29,"2",223,"Myanmar (Burma): Arakan",144,"Government of Myanmar (Burma)",187,"RSO","1",20.866667,92.533333,5,0,0,0,5,5,5
"80","49956",1991,TRUE,"1",1991-12-26,1991-12-26,NA,223,"Myanmar (Burma): Arakan",144,"Government of Myanmar (Burma)",187,"RSO","2",20.816667,92.366667,0,0,0,15,15,15,15
"81","71683",1991,TRUE,"5",1991-01-01,1991-12-31,"2",231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","4",26,97.5,0,0,0,25,25,25,25
"82","49618",1991,TRUE,"5",1991-01-01,1991-12-31,"2",488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","6",22,98,0,0,200,0,200,200,200
"83","49561",1991,TRUE,"5",1991-04-01,1991-05-09,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","6",22,98,0,0,1,0,1,1,1
"84","48662",1991,TRUE,"4",1991-05-01,1991-05-31,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","3",17.7,97.7,0,0,1,0,1,1,1
"85","51142",1991,TRUE,"4",1991-05-01,1991-05-31,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","3",17.7,97.7,0,0,1,0,1,1,1
"86","51096",1991,TRUE,"1",1991-09-10,1991-09-10,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","4",17.5,97.75,0,0,6,0,6,10,6
"87","49762",1991,TRUE,"4",1991-09-10,1991-09-20,"2",488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","6",22,98,0,0,20,0,20,20,20
"88","50312",1991,TRUE,"1",1991-01-10,1991-01-10,NA,4785,"MTA - UWSA",255,"MTA",364,"UWSA","4",22,98,0,5,0,0,5,5,5
"89","49838",1991,TRUE,"4",1991-12-01,1991-12-21,"2",4785,"MTA - UWSA",255,"MTA",364,"UWSA","6",22,98,50,300,0,0,350,350,350
"90","193171",1991,TRUE,"4",1991-12-01,1991-12-31,"2",11475,"Myanmar (Burma): Nagaland",144,"Government of Myanmar (Burma)",224,"NSCN-K","4",23.5,95.5,50,0,0,100,150,150,150
"91","49227",1992,TRUE,"4",1992-01-01,1992-01-17,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,40,5,0,0,45,45,45
"92","48628",1992,TRUE,"1",1992-01-09,1992-01-09,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",15.958194,98.427594,0,4,100,0,104,104,104
"93","49226",1992,TRUE,"1",1992-01-11,1992-01-11,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,0,12,0,0,12,55,12
"94","49219",1992,TRUE,"4",1992-01-15,1992-01-28,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,53,85,0,0,138,138,138
"95","49901",1992,TRUE,"1",1992-01-23,1992-01-23,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.978815,97.735577,33,0,0,0,33,33,33
"96","51402",1992,TRUE,"4",1992-01-29,1992-02-28,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.616667,97.683333,0,20,0,0,20,68,20
"97","49212",1992,TRUE,"4",1992-02-07,1992-02-21,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.836972,97.678028,80,0,0,0,80,80,80
"98","49211",1992,TRUE,"2",1992-02-27,1992-03-01,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.836972,97.678028,0,0,0,6,6,6,6
"99","50519",1992,TRUE,"1",1992-03-01,1992-03-01,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",13,98.75,0,0,0,0,0,21,0
"100","49281",1992,TRUE,"1",1992-03-06,1992-03-06,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",17.123392,96.067922,7,0,0,0,7,7,7
"101","51340",1992,TRUE,"1",1992-03-15,1992-03-15,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,74,4,0,0,78,78,78
"102","51226",1992,TRUE,"1",1992-03-19,1992-03-19,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.616667,97.683333,1,0,0,33,34,34,1
"103","51339",1992,TRUE,"1",1992-03-19,1992-03-19,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,50,0,0,0,50,50,50
"104","50932",1992,TRUE,"2",1992-03-19,1992-03-21,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.616667,97.683333,18,0,0,122,140,140,140
"105","51308",1992,TRUE,"2",1992-03-19,1992-03-21,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.616667,97.683333,0,0,0,300,300,300,300
"106","49225",1992,TRUE,"1",1992-03-21,1992-03-21,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",17.836972,97.678028,0,20,0,0,20,20,20
"107","50662",1992,TRUE,"1",1992-08-11,1992-08-11,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.692983,98.401939,7,0,0,0,7,7,7
"108","51384",1992,TRUE,"1",1992-10-27,1992-10-27,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.796917,98.515339,0,5,0,0,5,5,5
"109","51385",1992,TRUE,"2",1992-10-30,1992-10-31,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.796917,98.515339,0,4,0,0,4,4,4
"110","48787",1992,TRUE,"1",1992-11-05,1992-11-05,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,17,0,0,0,17,17,17
"111","49936",1992,TRUE,"2",1992-11-09,1992-11-12,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","6",22,98,0,12,0,0,12,12,12
"112","48873",1992,TRUE,"3",1992-11-16,1992-11-22,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","4",17.5,97.75,9,0,3,0,12,12,12
"113","51386",1992,TRUE,"1",1992-11-22,1992-11-22,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.796917,98.515339,36,3,0,0,39,39,39
"114","71694",1992,TRUE,"5",1992-01-01,1992-12-31,"2",222,"Myanmar (Burma): Government",144,"Government of Myanmar (Burma)",185,"ABSDF","6",22,98,0,0,0,25,25,25,25
"115","71684",1992,TRUE,"5",1992-01-01,1992-12-31,"2",231,"Myanmar (Burma): Kachin",144,"Government of Myanmar (Burma)",201,"KIO","6",22,98,0,0,0,25,25,25,25
"116","50531",1992,TRUE,"5",1992-08-01,1992-11-06,"2",253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","5",14.705158,98.331783,183,158,0,0,341,341,341
"117","50166",1992,TRUE,"2",1992-08-31,1992-09-01,NA,253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","1",19.224233,97.838011,12,3,0,0,15,15,15
"118","50168",1992,TRUE,"2",1992-09-01,1992-09-03,"2",253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","1",19.224233,97.838011,5,0,0,0,5,5,5
"119","50164",1992,TRUE,"1",1992-09-22,1992-09-22,NA,253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","1",19.224233,97.838011,6,0,0,0,6,6,6
"120","50165",1992,TRUE,"5",1992-09-22,1992-11-06,"2",253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","1",19.224233,97.838011,25,0,0,0,25,25,25
"121","50551",1992,TRUE,"2",1992-10-03,1992-10-08,"2",253,"Myanmar (Burma): Karenni",144,"Government of Myanmar (Burma)",225,"KNPP","5",14.705158,98.331783,4,6,2,0,12,12,10
"122","49240",1992,TRUE,"5",1992-01-01,1992-02-20,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.875369,92.529996,0,0,1,0,1,1,1
"123","49261",1992,TRUE,"2",1992-01-03,1992-01-05,"2",488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.922044,92.360793,0,0,5,0,5,5,5
"124","49397",1992,TRUE,"1",1992-01-15,1992-01-15,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","4",16.25,97.75,0,0,1,0,1,1,1
"125","49250",1992,TRUE,"4",1992-02-01,1992-02-29,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.922044,92.360793,0,0,1,0,1,1,1
"126","49251",1992,TRUE,"4",1992-02-01,1992-02-29,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.922044,92.360793,0,0,1,0,1,1,1
"127","51276",1992,TRUE,"2",1992-02-06,1992-02-08,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","5",20.8614,92.320319,0,0,40,0,40,55,20
"128","49239",1992,TRUE,"4",1992-02-19,1992-02-29,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.875369,92.529996,0,0,1,0,1,1,1
"129","50082",1992,TRUE,"1",1992-02-20,1992-02-20,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","5",20.8614,92.320319,0,0,12,0,12,12,10
"130","49236",1992,TRUE,"1",1992-02-22,1992-02-22,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.875369,92.529996,0,0,2,0,2,2,2
"131","49270",1992,TRUE,"1",1992-02-28,1992-02-28,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","1",20.816667,92.366667,0,0,13,0,13,13,13
"132","48528",1992,TRUE,"1",1992-02-29,1992-02-29,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","4",19,94.25,0,0,34,0,34,34,34
"133","50193",1992,TRUE,"1",1992-03-03,1992-03-03,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","4",19,94.25,0,0,2,0,2,50,0
"134","48616",1992,TRUE,"1",1992-04-02,1992-04-02,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","7",20.630564,92.367972,0,0,1,0,1,1,1
"135","49276",1992,TRUE,"1",1992-04-05,1992-04-05,NA,488,"Government of Myanmar (Burma) - Civilians",144,"Government of Myanmar (Burma)",1,"Civilians","2",20.816667,92.366667,0,0,18,0,18,36,18
"136","48703",1993,FALSE,"1",1993-03-12,1993-03-12,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","2",16.554022,98.238231,1,0,0,0,1,1,1
"137","51380",1993,FALSE,"2",1993-03-21,1993-03-23,"2",221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,2,0,0,0,2,2,2
"138","51379",1993,FALSE,"1",1993-04-08,1993-04-08,NA,221,"Myanmar (Burma): Karen",144,"Government of Myanmar (Burma)",180,"KNU","1",16.796917,98.515339,6,0,0,0,6,6,6
